"id","query","response"
"1affb1bf-4021-44e3-afc6-420c7cd3e7f5","risks in building community path in somerville","The construction of the community path in Somerville poses several risks. One of the main risks is the potential for disruptions to the active tracks below the path, particularly during the construction of the viaduct structure [3]. To mitigate this risk, a prefabricated truss structure supported by drilled shafts and concrete pier caps has been chosen for the longest span, which can be constructed off-site and lifted onto the piers, requiring only a single short duration track outage [3].

Another risk is the potential for excavation and subsurface work to impact the project schedule [1]. To minimize this risk, the Civil Infrastructure Team will install conduits and foundations for the signaling, power, and communications equipment along the ROW, and will limit excavation during the early stages of design [1].

Additionally, there is a risk of ponding and drainage issues along the community path [1]. To address this, the grading design requirement allows for shedding drainage flow efficiently from the community path's travel surface and eliminating areas of ponding [1]. The path will also be designed with a minimum grade of 0.5 percent and a maximum longitudinal grade of 5 percent to ensure positive drainage [1].

It is also worth noting that the community path will be constructed in a congested urban setting, which may pose risks to user safety [1]. To mitigate this risk, the path will be designed with safety features such as lighting, emergency call boxes, and removable bollards with locks at all vehicle access points [1, 2]. 

Overall, the construction of the community path in Somerville requires careful planning and coordination to mitigate potential risks and ensure a safe and accessible path for users."
"b867e5cc-e32e-490b-89b6-e50f5cf0577b","how much does the community path cost","The cost of the community path is not explicitly stated in the provided sources. However, it is mentioned that the Preliminary ATC (Advanced Technology Component) will result in an estimated cost savings of $3 M [2]. 

It is also worth noting that the community path is part of the larger Green Line Extension project, and the overall cost of the project is not provided in the sources. 

Inference: The cost of the community path may be a significant portion of the overall project cost, but without more information, it is impossible to determine the exact cost. 

There is not enough information to provide a specific cost for the community path."
"903fbe16-c06f-4e65-a34c-30f3063d6e9c","give me the cost of hte community path ","The cost of the community path is not explicitly stated in the provided sources. However, it is mentioned that the Preliminary ATC (Advanced Technology Component) will result in an estimated cost savings of $3 M [1]. 

There is not enough information to provide a specific cost for the community path. The sources only provide information on the cost savings associated with the Preliminary ATC, but not the total cost of the community path. 

It is worth noting that the community path is part of the larger Green Line Extension project, and the overall cost of the project is not provided in the sources. 

Inference: The cost of the community path may be a significant portion of the overall project cost, but without more information, it is impossible to determine the exact cost. 

Reference to previous conversation: This question was previously asked, and the answer remains the same due to the lack of information on the total cost of the community path [previous conversation]."
"f0e70979-2fe0-4ef2-9582-f56ac4407542","tell me about the different milestones. I want the payments, the dates, etc. Put the info in a nice table","Based on the provided sources, the milestones and their corresponding payments and dates are as follows:

| Milestone | Achievement Date | Amount |
| --- | --- | --- |
| Complete Main Span Pier Foundations | August 8, 2014 | $25,000,000 [3] |
| Complete KY 841 | July 21, 2016 | $50,000,000 [3] |
| Complete Main Span Towers | October 9, 2015 | $45,000,000 [3] |
| Complete Indiana East End Road | October 5, 2015 | $45,000,000 [3] |
| Complete Main Span Superstructure Erection | May 13, 2016 | $26,000,000 [3] |
| Complete Final Tunnel Liner | May 9, 2016 | $26,000,000 [3] |
| Complete Tunnel Excavation & Initial Liner | July 10, 2015 | $80,000,000 [3] |

Note that the payment amounts and dates are based on the information provided in source [3]. There is also a separate table in source [2] that discusses payments based on aggregate total costs, but it does not appear to be directly related to the milestones listed in source [3]. If you would like more information on the payment structure, please let me know and I can try to provide more details based on source [2]."
"17ff69e9-e036-4888-a678-962ac50b924d","Who is in charge of the utility reloaction work ?","According to the provided sources, the Design-Build Contractor is responsible for causing all Utility Adjustments necessary to accommodate construction of the East End Crossing [Source 2, Section 5.5.1]. The Design-Build Contractor is also responsible for coordinating, monitoring, and undertaking the necessary efforts to cause Utility Owners to perform Utility Adjustment Work in a timely manner [Source 2, Section 5.5.1]. However, the Utility Owners are responsible for performing the actual Utility Adjustment Work, and the Design-Build Contractor shall reimburse the Utility Owner for its Utility Adjustment Work [Source 1, Section 5.5.4.1]. 

In summary, the Design-Build Contractor is in charge of overseeing and coordinating the utility relocation work, but the actual work may be performed by either the Design-Build Contractor or the Utility Owners, depending on the specific arrangements made [Source 1, Section 5.5.4.1]."
"945c888e-e603-48b1-a0eb-4f01964502d8","Is there a Price Adjustment Mechanism?","Based on the provided sources, there is no explicit mention of a ""Price Adjustment Mechanism"" [Source 1]. However, the sources do mention ""Change in Law"" and ""Change in Adjustment Standards"", which may lead to adjustments in prices or costs [Source 1]. Additionally, the sources mention ""Extra Work Costs"" and ""Delay Costs"", which are calculated pursuant to Exhibit 17 [Source 1]. It can be inferred that these costs may be subject to adjustment, but the exact mechanism is not clearly defined in the provided sources."
"aef7b7f4-ac9c-46e4-964f-2d6a3d751fa9","How does the Price Adjustment Mechanism work?","There is no explicit mention of a ""Price Adjustment Mechanism"" in the provided sources [Source 1, Source 2, Source 3]. However, the sources do mention ""Change in Law"" and ""Change in Adjustment Standards"", which may lead to adjustments in prices or costs [Source 1]. 

Additionally, the sources mention ""Extra Work Costs"" and ""Delay Costs"", which are calculated pursuant to Exhibit 17 [Source 1]. It can be inferred that these costs may be subject to adjustment, but the exact mechanism is not clearly defined in the provided sources. 

The sources also mention a ""Landscaping Work Allowance"" of $10,000,000, and that IFA and Developer have agreed to allocate and bear costs in excess of this amount [Source 3]. However, this does not appear to be directly related to a ""Price Adjustment Mechanism"". 

In summary, there is not enough information to fully explain how a ""Price Adjustment Mechanism"" works, as it is not explicitly mentioned in the provided sources [Source 1, Source 2, Source 3]."
"2339e71c-bbbc-4046-b900-f06e6a30ab57","Are there any Performance Liquidated Damages? What are the various types of Performance Liquidated Damages?","Based on the provided sources, there are Performance Liquidated Damages mentioned in the context of delays [Source 1, Source 2, Source 3]. The sources specifically mention ""Delay Liquidated Damages"" [Source 1, Source 2] and ""Milestone Delay Liquidated Damages"" [Source 3]. 

The ""Delay Liquidated Damages"" are described as a genuine and reasonable pre-estimate of the damages that Developer will suffer as a result of delays [Source 1]. The maximum liability of Design-Build Contractor for Delay Liquidated Damages is the amount of the LO Cap [Source 1]. 

The ""Milestone Delay Liquidated Damages"" are equal to $20,000 per day for each day from the achievement date for a Milestone until the date the Milestone is achieved [Source 3]. These damages are paid by Design-Build Contractor to Developer monthly in arrears [Source 3]. 

It can be inferred that these liquidated damages are a type of Performance Liquidated Damages, as they are related to the performance of the D&C Work [Source 1]. However, the exact definition and scope of Performance Liquidated Damages are not explicitly stated in the provided sources. 

In summary, the sources mention Delay Liquidated Damages and Milestone Delay Liquidated Damages as types of liquidated damages related to performance [Source 1, Source 2, Source 3]."
"389c5249-0acc-4dc2-898b-5db52066843d","Is there a cap specifically for Performance Liquidated Damages? If not, are the Performance Liquidated Damages uncapped?","Based on the provided sources, there is a cap on Delay Liquidated Damages, which is the amount of the LO Cap [Source 1]. However, it is not explicitly stated whether this cap applies to all Performance Liquidated Damages. 

The sources mention that the payment of AP Delay Liquidated Damages and Milestone Delay Liquidated Damages shall be Developer's sole and exclusive monetary remedy for any and all damages that may be claimed by Developer as a result of a delay in the performance of the D&C Work [Source 1]. This suggests that the Performance Liquidated Damages may be capped at the amount of the LO Cap, but it is not explicitly stated.

It can be inferred that the Performance Liquidated Damages may be capped, but the exact scope and applicability of the cap are not clearly defined in the provided sources [Source 1]. Therefore, it cannot be conclusively determined whether the Performance Liquidated Damages are uncapped or not. 

In summary, while there is a cap on Delay Liquidated Damages, it is unclear whether this cap applies to all Performance Liquidated Damages, and the sources do not provide enough information to determine whether the Performance Liquidated Damages are uncapped [Source 1, Source 2, Source 3]."
"fdcba065-83cd-4afd-b57f-88798b8fcc4d","Are the Performance Liquidated Damages sole and exclusive remedy?","Based on the provided sources, the payment of AP Delay Liquidated Damages and Milestone Delay Liquidated Damages shall be Developer's sole and exclusive monetary remedy for any and all damages that may be claimed by Developer as a result of a delay in the performance of the D&C Work [Source 1]. This suggests that the Performance Liquidated Damages, specifically the Delay Liquidated Damages and Milestone Delay Liquidated Damages, are the sole and exclusive remedy for delays.

However, it is not explicitly stated whether this applies to all Performance Liquidated Damages or just the specific types mentioned [Source 1]. The sources do mention that the Developer has other remedies for termination for a Default Termination Event and the requirement for Design-Build Contractor to carry out Corrective Work in accordance with Article 5 [Source 1].

In summary, the Performance Liquidated Damages, specifically the Delay Liquidated Damages and Milestone Delay Liquidated Damages, are the sole and exclusive monetary remedy for delays [Source 1], but it is unclear if this applies to all Performance Liquidated Damages."
"3eb3cb5c-a069-45ee-9d43-36e219d6eabb","Are there any Delay or Milestone Liquidated Damages? What are the various types of Delay or Milestone Liquidated Damages?","Based on the provided sources, there are Delay Liquidated Damages and Milestone Delay Liquidated Damages mentioned [Source 1, Source 2]. 

The Delay Liquidated Damages are described as a genuine and reasonable pre-estimate of the damages that Developer will suffer as a result of delays [Source 2]. The maximum liability of Design-Build Contractor for Delay Liquidated Damages is the amount of the LO Cap [Source 2].

The Milestone Delay Liquidated Damages are equal to $20,000 per day for each day from the achievement date for a Milestone until the date the Milestone is achieved [Source 1]. These damages are paid by Design-Build Contractor to Developer monthly in arrears [Source 1].

In summary, the sources mention two types of liquidated damages: 
1. Delay Liquidated Damages, which are capped at the LO Cap [Source 2]
2. Milestone Delay Liquidated Damages, which are $20,000 per day for each day of delay [Source 1]. 

It can be inferred that these are the various types of Delay or Milestone Liquidated Damages mentioned in the provided sources [Source 1, Source 2]."
"2a45e1cc-cab8-4ecd-86c5-abe96f957fd8","Is there a cap specifically for Delay or Milestone Liquidated Damages? If not, are the Delay or Milestone Liquidated Damages uncapped?","Based on the provided sources, there is a cap on Delay Liquidated Damages, which is the amount of the LO Cap [Source 2]. The sources specifically mention that ""The maximum liability of Design-Build Contractor for Delay Liquidated Damages is the amount of the LO Cap"" [Source 2]. 

For Milestone Delay Liquidated Damages, the sources mention that the daily amount will not increase even if several Milestones are missed [Source 1]. However, it is not explicitly stated whether there is a cap on the total amount of Milestone Delay Liquidated Damages.

It can be inferred that the Delay Liquidated Damages are capped, but the exact scope and applicability of the cap to Milestone Delay Liquidated Damages are not clearly defined in the provided sources [Source 1, Source 2]. Therefore, it cannot be conclusively determined whether the Milestone Delay Liquidated Damages are uncapped or not. 

In summary, while there is a cap on Delay Liquidated Damages, it is unclear whether this cap applies to Milestone Delay Liquidated Damages, and the sources do not provide enough information to determine whether the Milestone Delay Liquidated Damages are uncapped [Source 1, Source 2]."
"7c551bd6-8a26-4816-a879-a55188b8c031","Are the Delay or Milestone Liquidated Damages sole and exclusive remedy?","Based on the provided sources, the payment of AP Delay Liquidated Damages and Milestone Delay Liquidated Damages shall be Developer's sole and exclusive monetary remedy for any and all damages that may be claimed by Developer as a result of a delay in the performance of the D&C Work [Source 2]. 

This suggests that the Delay or Milestone Liquidated Damages are the sole and exclusive remedy for delays, but it does not necessarily mean that they are the sole and exclusive remedy for all possible claims. The sources also mention that Developer has other remedies for termination for a Default Termination Event and the requirement for Design-Build Contractor to carry out Corrective Work in accordance with Article 5 [Source 2].

In summary, the Delay or Milestone Liquidated Damages are the sole and exclusive monetary remedy for delays [Source 2], but it is unclear if this applies to all possible claims. It can be inferred that there may be other remedies available to Developer, but the exact scope and applicability of these remedies are not clearly defined in the provided sources [Source 2]."
"3491a0ce-8944-44a5-bca0-f07f4bfc3fe5","Is there an Exclusion or Waiver of Consequential Losses?","Based on the provided sources, there is no explicit mention of an exclusion or waiver of consequential losses [Source 1, Source 2, Source 3]. 

However, it can be inferred that the parties may have agreed to limit their liability to certain types of damages, as mentioned in Section 15.14 of the PPA, which states that the relief provided through agreement or pursuant to Dispute Resolution Procedures under the PPA for a Relief Event shall represent the sole right to compensation, damages, and other relief from the adverse effects of a Relief Event [Source 2, Source 3]. 

Additionally, Section 15.1.6 of the PPA mentions that Developer shall not be liable to Design-Build Contractor for the waiver of any claim under Section 15.1.6 of the PPA, unless certain conditions are met [Source 2]. 

It is also worth noting that the sources do not provide a clear definition of consequential losses, which makes it difficult to determine whether there is an exclusion or waiver of such losses [Source 1, Source 2, Source 3]. 

In summary, while there is no explicit mention of an exclusion or waiver of consequential losses, the sources suggest that the parties may have agreed to limit their liability to certain types of damages, but the exact scope and applicability of such limitations are not clearly defined [Source 1, Source 2, Source 3]."
"72458aa6-1872-4367-9e70-b78a6be2b276","Is there an Exclusion or Waiver of Consequential Damages?","Based on the provided sources, there is an exclusion or waiver of consequential damages. According to Section 19.4.4.1 of the DBC Executed Version [Source 3], Developer shall not be liable for punitive damages or special, indirect, or incidental consequential damages, whether arising out of breach of the Agreement, tort (including negligence), or any other theory of liability. 

However, this limitation on Developer's liability for consequential damages does not apply to certain exceptions, such as losses arising out of fraud, criminal conduct, intentional misconduct, recklessness, bad faith, or gross negligence on the part of Developer [Source 3]. 

It can be inferred that the parties have agreed to limit their liability to certain types of damages, but the exact scope and applicability of such limitations are defined in the provided sources [Source 3]. 

In summary, there is an exclusion or waiver of consequential damages, but with specific exceptions [Source 3]."
"fdf794a0-bab2-4986-969e-455a8151c2de","Is there an Unknown or Differing Site Conditions clause (or something similar)? Which items or topics are included as part of Unknown or Differing Site Conditions?","Based on the provided sources, there is a clause related to Unknown or Differing Site Conditions. According to Section 4.2.1 of the DBC Executed Version [Source 1], Design-Build Contractor shall bear the risk of any incorrect or incomplete review, examination, and investigation by it of the Site and surrounding locations, including physical conditions of an unusual nature, differing materially from those ordinarily encountered in the area.

The items or topics included as part of Unknown or Differing Site Conditions are:
* Physical conditions of an unusual nature, differing materially from those ordinarily encountered in the area [Source 1]
* Changes in surface topography [Source 1]
* Variations in subsurface moisture content [Source 1]
* Variations in speeds and ranges [Source 1]
* Utility facilities [Source 1]
* The presence or discovery of Hazardous Materials, including contaminated groundwater [Source 1]
* The discovery at, under, or on the Project Right of Way of any archeological, paleontological, cultural, or historical resources [Source 1]
* The discovery at, near, or on the Project Right of Way of any Threatened or Endangered Species [Source 1]

It can be inferred that these items are considered as part of the Unknown or Differing Site Conditions, and Design-Build Contractor bears the risk of these conditions [Source 1]."
"651537e8-c5ad-42b0-8216-a59611faf87a","Is there a Dispute Adjudication Board or Dispute Resolution Board, or similar mechanism?","Based on the provided sources, there is a Dispute Resolution procedure in place. According to Section 19.6 of the DBC Executed Version [Source 2], the Parties will use all reasonable endeavors for a period of twenty (20) Business Days from the date on which the Notice of Dispute is served to resolve the Dispute by amicable negotiation. If the Dispute is not resolved, it will be referred to the chief executive officer or equivalent of the Parties to resolve the Dispute by amicable negotiation. 

Additionally, Section 19.6.2 [Source 2] mentions that if a Dispute is not resolved prior to the expiration of the ten-Business Day period, the Parties agree to submit the matter to settlement proceedings under the ADR Rules of the International Chamber of Commerce (""ICC""). 

It can be inferred that while there is no explicit mention of a Dispute Adjudication Board or Dispute Resolution Board, the Dispute Resolution procedure outlined in Section 19.6 [Source 2] serves as a similar mechanism for resolving disputes between the Parties. However, the exact scope and applicability of this mechanism are defined in the provided sources [Source 2]."
"cb44c2a4-27b0-4ea2-8978-e5b79dff6e5e","Is there any compensation mechanism or right to claim associated with Unknown or Differing Site Conditions?","Based on the provided sources, there is a compensation mechanism associated with Unknown or Differing Site Conditions. According to Section 4.2.1 of the DBC Executed Version [Source 1], Design-Build Contractor shall bear the risk of any incorrect or incomplete review, examination, and investigation by it of the Site and surrounding locations. However, Section 15.7.8.1 [Source 1] mentions that changes in applicable standards, criteria, requirements, conditions, procedures, specifications, and other provisions relating to the D&C Work, including revisions to the Technical Provisions, shall be treated as a Change in Law, which may provide a basis for relief.

Additionally, Section 4.2.2 [Source 2] states that Design-Build Contractor shall bear the risk of all conditions occurring on, under, or at the Site, including physical conditions of an unusual nature, differing materially from those ordinarily encountered in the area. However, Section 15.15.1 [Source 3] requires Design-Build Contractor to take all steps reasonably necessary to mitigate the consequences of any Relief Event, including Unknown or Differing Site Conditions.

It can be inferred that while Design-Build Contractor bears the risk of Unknown or Differing Site Conditions, there may be a right to claim compensation or relief under certain circumstances, such as changes in applicable standards or laws [Source 1], or through the mitigation of Relief Events [Source 3]. However, the exact scope and applicability of this compensation mechanism are not clearly defined in the provided sources [Source 1, Source 2, Source 3]."
"f51e74e5-0462-466e-ba79-3a4a1e0848fa","Is there a baseline report describing the initial state of the project site and all associated parcels of land? Is there a Geotechnical Baseline Report (GBR)?","Based on the provided sources, there is a Preliminary Project Management Plan [Source 3] that may include information about the initial state of the project site. However, it is unclear if this plan serves as a baseline report describing the initial state of the project site and all associated parcels of land.

Regarding the Geotechnical Baseline Report (GBR), there is no explicit mention of a GBR in the provided sources. However, Section 5.7.2.1 of the DBC Executed Version [Source 2] mentions that Design-Build Contractor is authorized to conduct geotechnical investigations following the issuance of NTP1. This suggests that some form of geotechnical reporting may be required, but it is unclear if this includes a GBR.

It can be inferred that the Preliminary Project Management Plan [Source 3] and the geotechnical investigations [Source 2] may provide some information about the initial state of the project site, but the exact scope and content of these reports are not clearly defined in the provided sources. Therefore, it is unclear if a baseline report or a GBR exists, and if so, what information it may contain [Source 2, Source 3]."
"581ae954-60e9-4f8b-8c25-f718fc023493","Does the Contractor have the Right to Terminate the contract or project if the Client is in Default? What Client Defaults give the Contractor the right to Terminate?","Based on the provided sources, the Contractor has the right to terminate the contract or project if the Client is in default. According to Section 19.4.1 of the DBC Executed Version [Source 2], the Contractor will have the right to terminate the Agreement and recover termination damages as more particularly set forth in, and subject to the terms and conditions of, Section 20.4.

The Client Defaults that give the Contractor the right to terminate include:
* Failure to pay when due any undisputed portion of the Contract Sum under Section 10A.1 or any undisputed portion of a progress payment owing under a Change Order [Source 2, Section 19.4.2.2]
* Any other Developer Default for which the Contractor issues a Warning Notice under Section 19.2.9 and such Developer Default is not fully and completely cured within the applicable cure period, if any, set forth in Section 19.2.2 [Source 3, Section 20.3.2]

It can be inferred that the Contractor's right to terminate is subject to certain conditions and cure periods, as outlined in the Agreement [Source 2, Section 19.4.2.2]. The exact scope and applicability of this right are defined in the provided sources [Source 2, Source 3]."
"6f9bb0aa-34ce-4f1d-a0da-53014e83bdb0","Is there any compensation mechanism or right to claim for the Contractor in case of market shortage or unavailability of materials, equipment and/or labor, beyond the Contractor's control?","Based on the provided sources, there is no explicit mention of a compensation mechanism or right to claim for the Contractor in case of market shortage or unavailability of materials, equipment, and/or labor beyond the Contractor's control [Source 1, Source 2, Source 3]. 

However, Section 17.1.8 of the DBC Executed Version [Source 2] mentions that Design-Build Contractor shall promptly notify Developer if it is unable, after using its diligent efforts, to procure the required Insurance Policy coverages in the global insurance and reinsurance markets. This suggests that the Contractor may have some recourse in case of unavailability of required coverages, but it is unclear if this applies to market shortages or unavailability of materials, equipment, and/or labor.

It can be inferred that the Contractor may be able to request relief or compensation under certain circumstances, such as changes in applicable standards or laws [Source 1], or through the mitigation of Relief Events [Source 3]. However, the exact scope and applicability of this compensation mechanism are not clearly defined in the provided sources [Source 1, Source 2, Source 3]. 

Therefore, it is unclear if there is a compensation mechanism or right to claim for the Contractor in case of market shortage or unavailability of materials, equipment, and/or labor beyond the Contractor's control. More information would be needed to fully answer this question."
"331d8f2a-f74e-4fe2-80bb-a01c79554e3c","How is the Dispute Adjudication Board or Dispute Resolution Board formed?","Based on the provided sources, there is no explicit mention of a Dispute Adjudication Board or Dispute Resolution Board [Source 1, Source 2, Source 3]. However, Section 19.6 of the DBC Executed Version [Source 2] outlines the Dispute Resolution Procedures, which include amicable negotiation, mediation, and arbitration. 

The arbitration will be conducted by three arbitrators (the ""Tribunal"") pursuant to the Rules of Arbitration of the International Chamber of Commerce (""ICC"") [Source 1]. The seat of the arbitration will be in Chicago, Illinois, and unless the Parties agree otherwise, all testimonial hearings shall be held in Chicago, Illinois [Source 1]. 

It can be inferred that while there is no explicit Dispute Adjudication Board or Dispute Resolution Board, the Dispute Resolution Procedures outlined in Section 19.6 [Source 2] serve as a similar mechanism for resolving disputes between the Parties. The exact formation and composition of the arbitration tribunal are defined in the provided sources [Source 1, Source 2]."
"2b7d2b09-7f1e-423e-885d-279172952c1a","Are the decisions taken by the Dispute Adjudication Board or Dispute Resolution Board immediately affordable? If a dispute persists after the Board's decision, what is the next step (is it Arbitration)?","Based on the provided sources, there is no explicit mention of a Dispute Adjudication Board or Dispute Resolution Board [Source 1, Source 2, Source 3]. However, the Dispute Resolution procedure outlined in Section 19.6 of the DBC Executed Version [Source 2] serves as a similar mechanism for resolving disputes between the Parties.

The decisions taken by the Parties through the Dispute Resolution procedure are not necessarily immediately enforceable. According to Section 19.6.1.1 of the DBC Executed Version [Source 2], the Parties will use all reasonable endeavors to resolve the Dispute by amicable negotiation. If a Dispute is not resolved, it will be referred to the chief executive officer or equivalent of the Parties to resolve the Dispute by amicable negotiation [Source 2, Section 19.6.1.2].

If a dispute persists after the Parties' attempts to resolve it through amicable negotiation, the next step is Mediation under the ADR Rules of the International Chamber of Commerce (""ICC"") [Source 2, Section 19.6.2]. If the Dispute has not been settled pursuant to the said Rules within forty-five (45) days, the Dispute shall be finally settled by Arbitration [Source 3, Section 19.6.3.1]. The Arbitration will be conducted by three arbitrators (the ""Tribunal"") pursuant to the Rules of Arbitration of the ICC [Source 3, Section 19.6.3.1]. 

It can be inferred that the decisions taken by the Parties through the Dispute Resolution procedure are not immediately enforceable, and the next step in case of a persistent dispute is Mediation, followed by Arbitration if necessary [Source 2, Source 3]."
"5211df02-6930-4412-854a-7123718bfc2d","Is there a Parent Company Guarantee or Mother Company Guarantee?","Based on the provided sources, there is a Parent Guarantee in place. According to Section 17.4.1 of the DBC Executed Version [Source 2], each DBC Parent Guarantor shall deliver to Developer a Parent Guarantee in the form contained in Exhibit 25, guaranteeing all obligations of Design-Build Contractor under the Agreement. 

The DBC Parent Guarantors are defined as The Walsh Group Ltd. and VINCI Construction S.A.S. [Source 3]. The Parent Guarantees shall comply with the requirements of Section 17.4.1 of the PPA [Source 2]. 

It can be inferred that the Parent Guarantee provides a level of security for the Developer in case the Design-Build Contractor fails to meet its obligations under the Agreement [Source 2]. However, the exact terms and conditions of the Parent Guarantee are not explicitly stated in the provided sources."
"b9c3f858-e339-45a9-a453-b4a499e0162f","Does the Parent Company or Mother Company have the same rights as the Contractor for which it is a Guarantor?","Based on the provided sources, the Parent Company Guarantee is an unconditional and irrevocable guarantee of payment and performance [Source 1]. The Parent Guarantees shall comply with the requirements of Section 17.4.1 of the PPA [Source 3]. 

The Parent Company or Mother Company, as a Guarantor, has certain obligations and liabilities towards the Developer, but it does not have the same rights as the Contractor [Source 1]. The Guarantor's obligations are limited to guaranteeing the performance of the Contractor's obligations under the Agreement [Source 1]. 

However, the Parent Company or Mother Company may have certain rights and defenses available to it in the event of a claim or demand made by the Developer [Source 1]. For example, the Guarantor may have the benefit of all rights, remedies, defenses, and limitations that the Design-Build Contractor is or would have been entitled to assert under the Design-Build Contract [Source 1]. 

In summary, while the Parent Company or Mother Company has certain obligations and liabilities as a Guarantor, it does not have the same rights as the Contractor, but may have certain rights and defenses available to it in specific circumstances [Source 1, Source 3]."
"8f7ed4bd-3030-4a53-9c75-87e49d79e0b3","Is the Parent Company Guarantee or Mother Company Guarantee limited to the Contractor's Overall Cap of Liability?","Based on the provided sources, the Parent Guarantee is an unconditional and irrevocable guarantee of payment and performance [Source 1]. The Parent Guarantees shall comply with the requirements of Section 17.4.1 of the PPA [Source 2]. 

According to Section 19.1.1.20 of the DBC Executed Version [Source 2], the Design-Build Contractor has incurred liabilities under this Agreement which reach the Liability Cap, unless the Design-Build Contractor has agreed to increase the Liability Cap to an amount mutually agreed by the Parties. 

It can be inferred that the Parent Company Guarantee or Mother Company Guarantee is related to the Contractor's Overall Cap of Liability, as the Parent Guarantee is triggered when the Design-Build Contractor's liabilities reach the Liability Cap [Source 2]. However, the exact terms and conditions of the Parent Guarantee and its relationship to the Liability Cap are not explicitly stated in the provided sources. 

It is mentioned in Section 17.4.1 of the DBC Executed Version [Source 2] that the Parent Guarantees shall comply with the requirements of Section 17.4.1 of the PPA, but the details of this section are not provided in the retrieved sources. Therefore, it is not possible to confirm whether the Parent Company Guarantee or Mother Company Guarantee is limited to the Contractor's Overall Cap of Liability without further information [Source 2]."
"cc61cb9e-a35b-4689-9976-d5dc27c836cc","When does the Parent Company Guarantee or Mother Company Guarantee expire?","Based on the provided sources, the Parent Guarantee is an unconditional and irrevocable guarantee of payment and performance [Source 2]. The Parent Guarantees shall comply with the requirements of Section 17.4.1 of the PPA [Source 2]. 

According to Section 17.SC.3 of the DBC Executed Version [Source 2], Developer may make multiple calls and demands on each Parent Guarantee. However, there is no explicit mention of an expiration date for the Parent Company Guarantee or Mother Company Guarantee in the provided sources.

It can be inferred that the Parent Guarantee remains in effect until all obligations of the Design-Build Contractor under the Agreement have been fulfilled [Source 2]. However, the exact terms and conditions of the Parent Guarantee, including its expiration, are not explicitly stated in the provided sources. Therefore, it is not possible to confirm when the Parent Company Guarantee or Mother Company Guarantee expires without further information [Source 2]."
"9df6530e-c925-4fe1-8f17-5dd56f4ed4a9","Is there a Change in Law provision? Which changes in law are covered by it?","Based on the provided sources, there is a Change in Law provision [Source 1]. According to Section 15.7.8.1 of the DBC Executed Version [Source 2], new or revised statutes adopted after the Setting Date that change, add to, or replace applicable standards, criteria, requirements, conditions, procedures, specifications, and other provisions, including Safety Standards and Project Standards, relating to the D&C Work, shall be treated as a Change in Law.

The Change in Law provision covers changes in law that are materially inconsistent with the laws of the State, the Commonwealth of Kentucky, or a local government or political subdivision in effect on the Setting Date [Source 1]. This includes changes in federal, state, or local laws, as well as changes in the interpretation or application of such laws by any Governmental Entity after the Setting Date [Source 1].

Specifically, the Change in Law provision covers changes in laws related to environmental impacts, safety standards, and project standards, among others [Source 1]. However, changes in Adjustment Standards caused by new or revised statutes do not constitute a Change in Law [Source 2]. 

It can be inferred that the Change in Law provision is intended to address changes in laws that may affect the design, construction, or operation of the East End Crossing, and to provide a mechanism for resolving disputes related to such changes [Source 1, Source 2]."
"0e3d6bef-1869-481b-9805-06b722c289bc","Are any laws or types of law explicitly excluded from the Change in Law provision?","Based on the provided sources, yes, certain laws or types of law are explicitly excluded from the Change in Law provision. 

According to the content of [Source 1], changes in State or the Commonwealth of Kentucky labor Laws and changes in State or the Commonwealth of Kentucky tax Laws of general application are excluded from the definition of ""Change in Law"", except for the adoption after the Setting Date of any Law not otherwise excluded that results in the levy of State or the Commonwealth of Kentucky ad valorem property taxes on the Developer's Interest.

Additionally, new or revised statutes of the United States or a federal agency, the State, the Commonwealth of Kentucky, or a local government or political subdivision of either, enacted, promulgated, or adopted after the Setting Date that change, add to, or replace applicable standards, criteria, requirements, conditions, procedures, specifications, and other provisions, including Safety Standards and Project Standards, but excluding Adjustment Standards, relating to the D&C Work or O&M Work, shall be treated as a Change in Law rather than an IFA Change to the Technical Provisions [Source 1]. 

It can also be noted that changes in Adjustment Standards caused by new or revised statutes shall constitute neither a Change in Law nor an IFA Change [Source 3]. 

Therefore, it can be concluded that certain laws or types of law, such as labor laws, tax laws, and changes in Adjustment Standards, are explicitly excluded from the Change in Law provision [Source 1, Source 3]."
"b83a0c04-cdbd-4bcd-8aa6-027cb79630ad","Is there any information for how changes in tax law are handled?","Based on the provided sources, changes in tax law are explicitly excluded from the definition of ""Change in Law"" [Source 1]. However, there is an exception for the adoption of any law after the Setting Date that results in the levy of State or the Commonwealth of Kentucky ad valorem property taxes on the Developer's Interest [Source 1]. 

It can be inferred that changes in tax law are not considered a Change in Law unless they specifically relate to the levy of ad valorem property taxes on the Developer's Interest [Source 1]. 

Additionally, it is mentioned that any change in State or the Commonwealth of Kentucky tax laws shall not be deemed of general application if it is solely directed at and the effect of which is solely borne by Developer or private operators of transportation assets or transportation asset developers, in each case, in the State or the Commonwealth of Kentucky [Source 1]. 

Therefore, it appears that changes in tax law are handled on a case-by-case basis, with specific exceptions and exclusions applying to certain types of tax law changes [Source 1]."
